education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,debt_to_income_ratio,total_assets_value,loan_to_asset_ratio
1,0,400000,900000,18,339,1,2.25,1900000,0.47368421052631576
0,1,8300000,17700000,10,673,0,2.1325301204819276,61900000,0.2859450726978998
0,0,4500000,16900000,18,748,0,3.7555555555555555,37400000,0.45187165775401067
0,0,4600000,10000000,4,702,0,2.1739130434782608,28900000,0.3460207612456747
1,0,4700000,10300000,12,710,0,2.1914893617021276,38700000,0.2661498708010336
0,1,900000,3500000,6,331,1,3.888888888888889,8400000,0.4166666666666667
1,0,2400000,7600000,12,372,1,3.1666666666666665,18100000,0.4198895027624309
1,1,3900000,9600000,10,783,0,2.4615384615384617,26800000,0.3582089552238806
0,0,8300000,31400000,18,558,0,3.783132530120482,48400000,0.6487603305785123
0,1,4700000,13000000,6,552,0,2.765957446808511,28200000,0.46099290780141844
1,0,3900000,10600000,20,544,1,2.717948717948718,23000000,0.4608695652173913
1,0,400000,1000000,6,425,1,2.5,2100000,0.47619047619047616
1,1,1700000,5100000,18,321,1,3.0,11400000,0.4473684210526316
0,1,6100000,15500000,8,758,0,2.540983606557377,33400000,0.46407185628742514
0,1,7300000,19600000,10,373,1,2.684931506849315,45200000,0.4336283185840708
1,1,300000,500000,6,876,0,1.6666666666666667,1800000,0.2777777777777778
1,0,4300000,14500000,10,594,0,3.372093023255814,31400000,0.46178343949044587
1,0,7000000,18400000,18,837,0,2.6285714285714286,31800000,0.5786163522012578
1,1,4900000,16500000,4,600,0,3.36734693877551,31800000,0.5188679245283019
0,0,6200000,12400000,20,547,1,2.0,50200000,0.24701195219123506
1,0,4100000,15800000,12,431,1,3.8536585365853657,37900000,0.41688654353562005
1,1,7300000,22600000,12,851,0,3.095890410958904,36800000,0.6141304347826086
1,1,9200000,28100000,12,760,0,3.0543478260869565,68100000,0.41262848751835535
1,0,800000,2400000,2,716,0,3.0,5400000,0.4444444444444444
1,0,2900000,11200000,10,744,0,3.8620689655172415,19500000,0.5743589743589743
1,0,8100000,21600000,4,740,0,2.6666666666666665,52900000,0.40831758034026466
0,0,9300000,20300000,14,759,0,2.182795698924731,76000000,0.26710526315789473
0,1,9200000,29400000,14,517,1,3.1956521739130435,48500000,0.6061855670103092
1,1,3100000,6300000,18,895,0,2.032258064516129,20400000,0.3088235294117647
1,1,7000000,15400000,20,315,1,2.2,49800000,0.3092369477911647
1,0,3900000,8800000,14,527,1,2.2564102564102564,27500000,0.32
0,0,5500000,19800000,14,853,0,3.6,28900000,0.6851211072664359
0,0,6600000,13700000,20,747,0,2.0757575757575757,35900000,0.3816155988857939
1,0,9900000,31600000,16,892,0,3.191919191919192,65800000,0.48024316109422494
0,1,6600000,20500000,8,856,0,3.106060606060606,48700000,0.4209445585215606
0,0,8600000,23600000,4,324,1,2.744186046511628,50400000,0.46825396825396826
0,0,7900000,28600000,12,812,0,3.6202531645569622,68200000,0.41935483870967744
0,1,6800000,22600000,2,804,0,3.323529411764706,44100000,0.5124716553287982
0,0,700000,1800000,8,874,0,2.5714285714285716,4200000,0.42857142857142855
1,1,3800000,10000000,12,516,1,2.6315789473684212,25900000,0.3861003861003861
0,1,6900000,18300000,4,402,1,2.652173913043478,55000000,0.3327272727272727
0,1,3700000,12400000,12,330,1,3.3513513513513513,17600000,0.7045454545454546
0,0,7900000,24000000,12,867,0,3.037974683544304,70600000,0.33994334277620397
0,1,8800000,34200000,16,844,0,3.8863636363636362,61100000,0.5597381342062193
1,1,3300000,7800000,8,310,1,2.3636363636363638,19400000,0.4020618556701031
1,0,5800000,14200000,20,535,1,2.4482758620689653,38700000,0.3669250645994832
0,1,7400000,29500000,16,323,1,3.9864864864864864,51900000,0.5684007707129094
0,0,8200000,25600000,4,686,0,3.1219512195121952,29600000,0.8648648648648649
1,1,3300000,9600000,8,465,1,2.909090909090909,18500000,0.518918918918919
0,1,5300000,10700000,12,547,1,2.018867924528302,28500000,0.37543859649122807
1,0,5700000,19100000,12,649,0,3.3508771929824563,40500000,0.47160493827160493
1,0,9000000,31000000,14,670,0,3.4444444444444446,70700000,0.43847241867043846
0,0,5900000,14400000,10,408,1,2.440677966101695,34200000,0.42105263157894735
1,0,5400000,11900000,6,303,1,2.2037037037037037,46500000,0.25591397849462366
0,0,9800000,34800000,14,497,1,3.5510204081632653,38600000,0.9015544041450777
0,1,9800000,34100000,14,740,0,3.479591836734694,55600000,0.6133093525179856
1,1,3800000,8200000,4,309,1,2.1578947368421053,28300000,0.28975265017667845
1,0,9500000,24400000,14,769,0,2.568421052631579,61800000,0.3948220064724919
0,1,2500000,7100000,6,420,1,2.84,18800000,0.3776595744680851
0,0,1900000,6000000,20,540,1,3.1578947368421053,8100000,0.7407407407407407
0,1,4400000,10600000,20,806,0,2.409090909090909,26600000,0.39849624060150374
0,1,1400000,2900000,6,723,0,2.0714285714285716,10100000,0.2871287128712871
1,1,3200000,11800000,16,565,0,3.6875,21800000,0.5412844036697247
0,1,3100000,9200000,16,374,1,2.967741935483871,16500000,0.5575757575757576
0,0,4500000,9900000,10,509,1,2.2,29100000,0.3402061855670103
1,1,9300000,23500000,16,728,0,2.5268817204301075,50500000,0.46534653465346537
0,0,6900000,18200000,20,396,1,2.63768115942029,48200000,0.3775933609958506
1,1,3900000,8600000,2,667,0,2.2051282051282053,26400000,0.32575757575757575
1,0,3200000,7400000,12,583,0,2.3125,29100000,0.2542955326460481
1,1,5600000,21100000,10,459,1,3.767857142857143,33100000,0.6374622356495468
1,1,3700000,11900000,18,635,0,3.2162162162162162,28400000,0.41901408450704225
1,0,8400000,27200000,12,604,0,3.238095238095238,58600000,0.4641638225255973
1,1,4200000,8900000,14,796,0,2.119047619047619,22700000,0.3920704845814978
0,0,3800000,8500000,10,416,1,2.236842105263158,30000000,0.2833333333333333
0,0,3200000,8200000,8,311,1,2.5625,22800000,0.35964912280701755
0,0,9700000,33900000,10,833,0,3.4948453608247423,75700000,0.4478203434610304
1,1,4300000,9400000,6,543,1,2.186046511627907,31600000,0.2974683544303797
0,1,8100000,20300000,18,751,0,2.506172839506173,48600000,0.4176954732510288
1,1,9400000,23200000,14,885,0,2.4680851063829787,57700000,0.4020797227036395
1,1,8100000,19400000,6,346,1,2.3950617283950617,50900000,0.381139489194499
0,0,6500000,14500000,4,588,0,2.230769230769231,49000000,0.29591836734693877
0,0,9400000,23100000,4,488,1,2.4574468085106385,63100000,0.36608557844690964
1,1,2600000,6600000,20,765,0,2.5384615384615383,8800000,0.75
1,1,8000000,25600000,6,337,1,3.2,38000000,0.6736842105263158
0,0,4700000,9300000,8,515,1,1.9787234042553192,26000000,0.3576923076923077
0,1,7600000,22300000,12,555,0,2.9342105263157894,40700000,0.547911547911548
0,1,6800000,27200000,2,702,0,4.0,40400000,0.6732673267326733
1,1,6600000,17000000,2,457,1,2.5757575757575757,31900000,0.5329153605015674
0,0,8200000,27200000,10,425,1,3.317073170731707,50100000,0.5429141716566867
0,1,4400000,12300000,6,583,0,2.7954545454545454,34100000,0.36070381231671556
1,0,8300000,29200000,6,877,0,3.5180722891566263,64600000,0.4520123839009288
0,0,9200000,36500000,14,522,1,3.967391304347826,51400000,0.7101167315175098
1,1,2700000,8700000,20,687,0,3.2222222222222223,14100000,0.6170212765957447
0,0,6100000,23600000,20,856,0,3.8688524590163933,32600000,0.7239263803680982
1,1,9100000,33000000,8,543,1,3.6263736263736264,60800000,0.5427631578947368
1,1,7600000,15400000,14,576,0,2.026315789473684,34300000,0.4489795918367347
1,0,7200000,17000000,10,856,0,2.361111111111111,52600000,0.3231939163498099
0,1,2600000,8200000,8,722,0,3.1538461538461537,18000000,0.45555555555555555
0,1,6500000,20200000,12,653,0,3.1076923076923078,50200000,0.40239043824701193
0,0,8900000,35500000,16,480,1,3.9887640449438204,58600000,0.60580204778157
0,1,5400000,14300000,14,477,1,2.6481481481481484,27500000,0.52
0,0,300000,500000,2,885,0,1.6666666666666667,1500000,0.3333333333333333
1,0,8400000,19600000,18,530,1,2.3333333333333335,57100000,0.3432574430823117
0,0,8300000,17200000,8,870,0,2.072289156626506,41800000,0.41148325358851673
1,0,1700000,5600000,8,395,1,3.2941176470588234,9400000,0.5957446808510638
1,0,1500000,4200000,16,771,0,2.8,10100000,0.4158415841584158
1,1,200000,500000,2,579,0,2.5,1200000,0.4166666666666667
0,1,1000000,3700000,14,798,0,3.7,7400000,0.5
1,1,8800000,25100000,8,473,1,2.852272727272727,54600000,0.4597069597069597
0,1,1000000,3200000,8,304,1,3.2,5500000,0.5818181818181818
1,1,8600000,23000000,14,678,0,2.6744186046511627,70100000,0.3281027104136947
0,1,2400000,8900000,2,745,0,3.7083333333333335,15000000,0.5933333333333334
0,0,2400000,8900000,8,835,0,3.7083333333333335,10200000,0.8725490196078431
1,1,6000000,12100000,20,848,0,2.0166666666666666,40300000,0.3002481389578164
1,0,7600000,16300000,18,872,0,2.1447368421052633,32700000,0.4984709480122324
1,0,8000000,20100000,10,608,0,2.5125,56600000,0.3551236749116608
0,1,5400000,19500000,16,758,0,3.611111111111111,29600000,0.6587837837837838
1,1,1400000,3700000,4,841,0,2.642857142857143,9600000,0.3854166666666667
1,1,800000,2600000,2,618,0,3.25,4000000,0.65
0,1,300000,1100000,4,457,0,3.6666666666666665,2300000,0.4782608695652174
0,0,4100000,14400000,4,844,0,3.5121951219512195,22800000,0.631578947368421
1,0,1500000,3800000,4,776,0,2.533333333333333,9500000,0.4
1,0,4600000,13900000,8,520,1,3.0217391304347827,31700000,0.4384858044164038
0,1,3300000,7500000,12,648,0,2.272727272727273,18400000,0.4076086956521739
1,1,7900000,31400000,10,654,0,3.9746835443037973,62100000,0.5056360708534622
1,0,8100000,26500000,20,342,1,3.271604938271605,40900000,0.6479217603911981
1,0,900000,2800000,16,808,0,3.111111111111111,6900000,0.4057971014492754
0,1,4900000,15200000,10,429,1,3.1020408163265305,30700000,0.495114006514658
0,1,6100000,18100000,14,538,1,2.9672131147540983,39700000,0.45591939546599497
1,0,4500000,16400000,6,533,1,3.6444444444444444,23500000,0.6978723404255319
0,1,2900000,7300000,8,394,1,2.5172413793103448,22000000,0.33181818181818185
1,0,7900000,29300000,2,771,0,3.7088607594936707,54800000,0.5346715328467153
0,1,4100000,10100000,4,792,0,2.4634146341463414,24000000,0.42083333333333334
1,1,7700000,15500000,8,407,1,2.012987012987013,46500000,0.3333333333333333
1,0,5600000,19300000,18,544,1,3.4464285714285716,35500000,0.543661971830986
0,0,9000000,18000000,18,509,1,2.0,55900000,0.3220035778175313
1,1,6400000,18400000,16,320,1,2.875,43500000,0.42298850574712643
0,0,6900000,14700000,2,496,1,2.130434782608696,38500000,0.38181818181818183
1,0,9100000,27400000,18,652,0,3.010989010989011,54300000,0.5046040515653776
0,1,1100000,3700000,2,806,0,3.3636363636363638,6900000,0.5362318840579711
1,0,1700000,4500000,12,821,0,2.6470588235294117,11500000,0.391304347826087
0,1,9200000,28800000,20,618,0,3.130434782608696,69600000,0.41379310344827586
1,1,8300000,20600000,12,729,0,2.4819277108433737,71200000,0.2893258426966292
1,1,5000000,10600000,6,839,0,2.12,44500000,0.23820224719101124
0,0,2200000,6400000,2,318,1,2.909090909090909,9300000,0.6881720430107527
0,0,4500000,9600000,16,404,1,2.1333333333333333,27500000,0.3490909090909091
1,1,4100000,9000000,6,581,0,2.1951219512195124,22800000,0.39473684210526316
1,0,2800000,6800000,18,596,0,2.4285714285714284,17100000,0.39766081871345027
1,0,6600000,20700000,4,415,0,3.1363636363636362,46300000,0.4470842332613391
1,1,3200000,7200000,6,728,0,2.25,19400000,0.3711340206185567
1,0,6300000,13300000,2,666,0,2.111111111111111,31900000,0.4169278996865204
0,0,4700000,17700000,14,675,0,3.765957446808511,32600000,0.5429447852760736
0,0,4100000,15400000,16,304,1,3.7560975609756095,27500000,0.56
0,1,7100000,15500000,4,474,1,2.183098591549296,48400000,0.3202479338842975
0,1,4900000,10200000,18,370,1,2.0816326530612246,33400000,0.30538922155688625
0,0,5600000,20300000,20,596,0,3.625,36600000,0.5546448087431693
0,0,3400000,8300000,2,567,0,2.4411764705882355,20500000,0.40487804878048783
1,0,4500000,16100000,16,671,0,3.577777777777778,32300000,0.4984520123839009
0,0,300000,800000,18,819,0,2.6666666666666665,1900000,0.42105263157894735
1,1,7600000,23000000,10,829,0,3.026315789473684,35300000,0.6515580736543909
0,0,500000,1200000,12,454,1,2.4,3200000,0.375
0,1,5900000,15200000,16,399,1,2.5762711864406778,37100000,0.40970350404312667
0,0,7100000,20700000,10,784,0,2.915492957746479,57400000,0.3606271777003484
1,1,8500000,26900000,6,538,1,3.164705882352941,63800000,0.4216300940438871
0,1,6400000,16900000,16,759,0,2.640625,41600000,0.40625
0,0,7100000,21400000,12,699,0,3.0140845070422535,52200000,0.4099616858237548
1,0,1800000,5400000,14,347,1,3.0,11700000,0.46153846153846156
1,1,6600000,25200000,20,598,0,3.8181818181818183,46000000,0.5478260869565217
0,1,8800000,27100000,2,406,0,3.0795454545454546,54400000,0.49816176470588236
1,0,4800000,15800000,20,860,0,3.2916666666666665,23500000,0.6723404255319149
0,1,4400000,16500000,10,806,0,3.75,21900000,0.7534246575342466
1,0,2000000,6900000,2,448,0,3.45,15200000,0.45394736842105265
0,0,6800000,22600000,20,393,1,3.323529411764706,32800000,0.6890243902439024
1,1,6600000,16000000,12,811,0,2.4242424242424243,37800000,0.42328042328042326
0,0,3300000,7900000,20,829,0,2.393939393939394,22700000,0.34801762114537443
1,0,7400000,23400000,16,700,0,3.1621621621621623,51900000,0.4508670520231214
1,1,4500000,12400000,18,719,0,2.7555555555555555,22800000,0.543859649122807
1,1,9500000,30500000,12,430,1,3.210526315789474,54700000,0.5575868372943327
0,0,800000,3000000,4,338,0,3.75,4900000,0.6122448979591837
0,0,4000000,13000000,4,695,0,3.25,33000000,0.3939393939393939
1,0,7000000,25700000,18,374,1,3.6714285714285713,36500000,0.7041095890410959
0,0,3500000,8500000,18,609,0,2.4285714285714284,22500000,0.37777777777777777
0,1,9700000,36000000,6,631,0,3.711340206185567,45000000,0.8
1,0,3400000,10800000,6,439,1,3.176470588235294,20200000,0.5346534653465347
0,1,4600000,13500000,20,837,0,2.9347826086956523,27700000,0.48736462093862815
0,0,3800000,10400000,10,833,0,2.736842105263158,28300000,0.3674911660777385
1,1,4200000,9600000,20,863,0,2.2857142857142856,20800000,0.46153846153846156
0,0,2500000,8700000,4,684,0,3.48,12900000,0.6744186046511628
1,1,7000000,24600000,6,542,1,3.5142857142857142,38200000,0.643979057591623
1,0,5300000,11500000,8,753,0,2.169811320754717,31600000,0.3639240506329114
1,0,6400000,14200000,2,512,1,2.21875,37400000,0.37967914438502676
1,0,3400000,8100000,12,385,1,2.3823529411764706,24800000,0.32661290322580644
1,0,6700000,18800000,2,749,0,2.8059701492537314,52000000,0.36153846153846153
1,1,4600000,10100000,4,618,0,2.1956521739130435,19500000,0.517948717948718
0,1,900000,2500000,4,583,0,2.7777777777777777,5000000,0.5
0,0,5100000,19900000,18,655,0,3.9019607843137254,28600000,0.6958041958041958
1,1,7000000,20900000,20,380,1,2.9857142857142858,49900000,0.4188376753507014
0,1,4100000,14700000,6,679,0,3.5853658536585367,26400000,0.5568181818181818
0,0,4600000,14800000,6,410,1,3.217391304347826,41600000,0.3557692307692308
0,1,3600000,11500000,8,590,0,3.1944444444444446,20700000,0.5555555555555556
0,0,5900000,13800000,14,397,1,2.3389830508474576,36400000,0.3791208791208791
0,0,600000,2100000,16,425,1,3.5,4000000,0.525
0,0,4900000,16400000,2,383,0,3.3469387755102042,27600000,0.5942028985507246
0,1,6400000,23900000,6,406,1,3.734375,56800000,0.42077464788732394
0,0,7000000,19800000,10,563,0,2.8285714285714287,44100000,0.4489795918367347
0,1,6700000,13400000,14,782,0,2.0,44300000,0.30248306997742663
1,1,800000,2200000,4,852,0,2.75,4300000,0.5116279069767442
1,0,7600000,27800000,2,753,0,3.6578947368421053,55500000,0.5009009009009009
0,1,3200000,7600000,4,489,1,2.375,20400000,0.37254901960784315
1,1,4900000,13800000,2,586,0,2.816326530612245,28200000,0.48936170212765956
1,0,7200000,20800000,16,560,0,2.888888888888889,37500000,0.5546666666666666
0,0,5600000,20600000,6,487,1,3.6785714285714284,40400000,0.5099009900990099
0,1,7300000,18300000,8,434,1,2.506849315068493,46400000,0.39439655172413796
1,0,3300000,7000000,20,504,1,2.121212121212121,21200000,0.330188679245283
0,1,9200000,25300000,4,827,0,2.75,72100000,0.3509015256588072
1,1,8100000,23300000,20,657,0,2.876543209876543,52900000,0.44045368620037806
0,0,6600000,21400000,10,447,1,3.242424242424242,50400000,0.4246031746031746
0,1,4200000,13600000,4,834,0,3.238095238095238,27200000,0.5
0,0,5800000,21700000,8,354,1,3.7413793103448274,33800000,0.6420118343195266
0,1,5600000,21000000,18,883,0,3.75,38300000,0.5483028720626631
1,1,3600000,9900000,12,641,0,2.75,24500000,0.40408163265306124
0,1,7700000,16900000,6,621,0,2.1948051948051948,68100000,0.24816446402349487
0,1,7800000,23300000,10,587,0,2.9871794871794872,59000000,0.3949152542372881
1,0,5700000,15400000,16,424,1,2.7017543859649122,29700000,0.5185185185185185
0,0,6300000,20500000,14,515,1,3.253968253968254,35300000,0.5807365439093485
1,1,2300000,4700000,18,592,0,2.0434782608695654,14500000,0.32413793103448274
0,1,9600000,19900000,6,319,1,2.0729166666666665,54400000,0.36580882352941174
1,1,1000000,3900000,16,360,1,3.9,5500000,0.7090909090909091
0,1,7200000,27100000,12,535,1,3.763888888888889,54100000,0.5009242144177449
1,1,3800000,11400000,16,666,0,3.0,23200000,0.49137931034482757
1,1,9300000,24600000,16,419,1,2.6451612903225805,49900000,0.49298597194388777
1,1,7200000,21900000,12,640,0,3.0416666666666665,29800000,0.7348993288590604
0,0,7600000,19700000,12,545,1,2.5921052631578947,46300000,0.42548596112311016
0,0,4500000,15300000,10,843,0,3.4,33100000,0.4622356495468278
1,1,9900000,30900000,20,559,0,3.121212121212121,68900000,0.44847605224963716
1,1,700000,2000000,18,650,0,2.857142857142857,5000000,0.4
0,0,3500000,12300000,16,479,1,3.5142857142857142,28300000,0.43462897526501765
0,1,300000,1000000,14,324,1,3.3333333333333335,1400000,0.7142857142857143
1,1,5400000,16700000,2,354,0,3.0925925925925926,30100000,0.5548172757475083
1,1,2800000,8400000,10,521,1,3.0,15500000,0.5419354838709678
1,1,4900000,15900000,8,505,1,3.2448979591836733,38300000,0.4151436031331593
1,0,600000,1700000,12,436,1,2.8333333333333335,2800000,0.6071428571428571
0,0,3000000,8100000,6,683,0,2.7,21500000,0.3767441860465116
0,0,1800000,5800000,18,348,1,3.2222222222222223,11300000,0.5132743362831859
0,1,5100000,15700000,6,867,0,3.0784313725490198,42300000,0.37115839243498816
0,0,1400000,4100000,14,880,0,2.9285714285714284,10400000,0.3942307692307692
0,1,6700000,25500000,10,673,0,3.8059701492537314,49800000,0.5120481927710844
1,0,4300000,12600000,18,482,1,2.9302325581395348,29500000,0.4271186440677966
0,1,7800000,19600000,4,767,0,2.5128205128205128,56800000,0.34507042253521125
1,0,5400000,15800000,18,760,0,2.925925925925926,38600000,0.40932642487046633
1,0,500000,1900000,2,857,0,3.8,3700000,0.5135135135135135
0,0,8600000,26700000,10,735,0,3.104651162790698,52800000,0.5056818181818182
0,0,2500000,9300000,4,810,0,3.72,19100000,0.4869109947643979
1,0,3000000,7200000,2,680,0,2.4,15600000,0.46153846153846156
1,1,7000000,26900000,4,889,0,3.842857142857143,35400000,0.7598870056497176
1,1,400000,1500000,16,688,0,3.75,2100000,0.7142857142857143
1,0,5200000,13700000,16,531,1,2.6346153846153846,31900000,0.42946708463949845
0,0,3300000,11100000,2,660,0,3.3636363636363638,27000000,0.4111111111111111
1,1,2400000,8800000,18,414,1,3.6666666666666665,15400000,0.5714285714285714
0,1,5800000,15800000,14,528,1,2.7241379310344827,36500000,0.4328767123287671
1,1,9400000,20000000,12,817,0,2.127659574468085,47600000,0.42016806722689076
1,0,6100000,15300000,2,799,0,2.5081967213114753,35700000,0.42857142857142855
0,1,7500000,21400000,20,655,0,2.8533333333333335,59500000,0.3596638655462185
1,0,4100000,16200000,6,546,1,3.951219512195122,25400000,0.6377952755905512
1,0,8500000,30800000,14,745,0,3.623529411764706,45800000,0.6724890829694323
0,0,4300000,16900000,8,884,0,3.9302325581395348,27600000,0.6123188405797102
1,0,9300000,22000000,4,822,0,2.3655913978494625,67200000,0.3273809523809524
1,0,6000000,18700000,2,623,0,3.1166666666666667,33100000,0.5649546827794562
1,1,5300000,18900000,16,361,1,3.5660377358490565,22700000,0.8325991189427313
1,1,7400000,16200000,2,778,0,2.189189189189189,48300000,0.33540372670807456
1,1,1100000,3800000,8,779,0,3.4545454545454546,8000000,0.475
0,1,6600000,20700000,4,594,0,3.1363636363636362,40300000,0.5136476426799007
0,0,8200000,28300000,2,530,0,3.451219512195122,57800000,0.48961937716262977
1,0,3300000,9300000,12,324,1,2.8181818181818183,17400000,0.5344827586206896
0,1,2500000,9000000,10,394,1,3.6,19000000,0.47368421052631576
0,1,3300000,10400000,12,816,0,3.1515151515151514,30100000,0.34551495016611294
1,0,1000000,2300000,16,423,1,2.3,6700000,0.34328358208955223
0,1,6200000,12800000,2,539,1,2.064516129032258,42500000,0.30117647058823527
0,0,7000000,21000000,20,554,0,3.0,43700000,0.4805491990846682
0,1,7000000,19000000,6,523,1,2.7142857142857144,49900000,0.3807615230460922
1,1,5300000,12000000,10,852,0,2.2641509433962264,34700000,0.345821325648415
1,1,1800000,3700000,2,505,1,2.0555555555555554,12200000,0.30327868852459017
0,1,2300000,7900000,10,430,1,3.4347826086956523,19400000,0.4072164948453608
0,0,4000000,9200000,16,784,0,2.3,21700000,0.423963133640553
1,0,8900000,24000000,6,380,1,2.696629213483146,59100000,0.40609137055837563
0,0,8000000,18600000,20,565,0,2.325,42100000,0.4418052256532066
0,1,7900000,26900000,14,446,1,3.4050632911392404,49900000,0.5390781563126252
0,1,6700000,20200000,8,406,1,3.014925373134328,34200000,0.5906432748538012
1,0,2400000,6000000,6,712,0,2.5,16200000,0.37037037037037035
1,0,8600000,22600000,14,729,0,2.627906976744186,48900000,0.4621676891615542
1,1,5300000,14600000,20,508,1,2.7547169811320753,35600000,0.4101123595505618
0,0,7400000,24900000,20,648,0,3.364864864864865,44500000,0.5595505617977528
1,1,8700000,18700000,10,346,1,2.1494252873563218,41900000,0.44630071599045346
0,0,8200000,18500000,4,394,1,2.2560975609756095,53800000,0.34386617100371747
1,1,3700000,9700000,12,501,1,2.6216216216216215,23000000,0.4217391304347826
1,1,9200000,36300000,2,655,0,3.9456521739130435,45100000,0.8048780487804879
1,0,6100000,20900000,4,662,0,3.4262295081967213,44600000,0.46860986547085204
0,1,8800000,30800000,20,820,0,3.5,44100000,0.6984126984126984
1,0,9200000,18900000,10,521,1,2.0543478260869565,53100000,0.3559322033898305
0,0,7200000,27900000,12,473,1,3.875,66400000,0.42018072289156627
0,0,600000,1200000,10,561,0,2.0,3200000,0.375
0,0,8000000,23100000,20,461,1,2.8875,44800000,0.515625
0,1,6900000,13800000,16,715,0,2.0,37300000,0.3699731903485255
1,1,4300000,15600000,18,440,1,3.627906976744186,22200000,0.7027027027027027
1,1,8500000,24900000,18,749,0,2.929411764705882,52600000,0.47338403041825095
1,0,8600000,17400000,2,787,0,2.0232558139534884,51300000,0.3391812865497076
0,0,6300000,13900000,18,748,0,2.2063492063492065,56800000,0.24471830985915494
1,1,5800000,13600000,12,321,1,2.3448275862068964,30700000,0.44299674267100975
0,1,1000000,2300000,10,303,1,2.3,4900000,0.46938775510204084
1,1,1700000,5400000,8,682,0,3.176470588235294,9400000,0.574468085106383
1,0,3200000,8600000,18,638,0,2.6875,18000000,0.4777777777777778
0,1,7500000,16600000,14,440,1,2.2133333333333334,66100000,0.25113464447806355
1,1,2000000,6600000,10,873,0,3.3,10300000,0.6407766990291263
1,0,9100000,19700000,20,437,1,2.1648351648351647,56600000,0.3480565371024735
0,1,8400000,19700000,8,796,0,2.3452380952380953,55000000,0.35818181818181816
0,0,7100000,27200000,16,824,0,3.8309859154929575,36700000,0.7411444141689373
1,0,200000,800000,6,338,1,4.0,600000,1.3333333333333333
1,1,5000000,14900000,12,575,0,2.98,33200000,0.44879518072289154
1,1,4500000,16900000,8,773,0,3.7555555555555555,33100000,0.5105740181268882
1,1,5100000,19700000,2,733,0,3.8627450980392157,23600000,0.8347457627118644
0,1,4100000,10600000,14,475,1,2.5853658536585367,28100000,0.37722419928825623
1,0,7200000,15000000,10,677,0,2.0833333333333335,43100000,0.3480278422273782
1,0,7800000,17700000,6,403,1,2.269230769230769,51000000,0.34705882352941175
0,1,7500000,25300000,12,767,0,3.3733333333333335,53000000,0.47735849056603774
0,1,6400000,21000000,2,813,0,3.28125,39700000,0.5289672544080605
0,0,7000000,25700000,20,597,0,3.6714285714285713,71000000,0.3619718309859155
1,1,9000000,31100000,8,896,0,3.4555555555555557,48000000,0.6479166666666667
1,1,4400000,13900000,6,810,0,3.159090909090909,37600000,0.3696808510638298
1,0,900000,2000000,14,337,1,2.2222222222222223,4400000,0.45454545454545453
0,0,9800000,26900000,18,792,0,2.7448979591836733,67100000,0.4008941877794337
1,0,600000,1600000,6,784,0,2.6666666666666665,2800000,0.5714285714285714
0,1,9700000,30100000,12,434,1,3.1030927835051547,65400000,0.4602446483180428
0,1,8400000,32600000,10,384,1,3.880952380952381,44100000,0.7392290249433107
0,0,8300000,24900000,10,642,0,3.0,54300000,0.4585635359116022
0,0,7900000,29900000,8,314,1,3.7848101265822787,60700000,0.4925864909390445
1,0,8600000,25900000,2,606,0,3.011627906976744,63500000,0.4078740157480315
1,1,6700000,17600000,14,843,0,2.626865671641791,38000000,0.4631578947368421
0,0,2700000,7400000,10,778,0,2.740740740740741,16000000,0.4625
1,0,6600000,25600000,8,718,0,3.878787878787879,55500000,0.46126126126126127
0,1,7100000,20800000,20,437,1,2.9295774647887325,50400000,0.4126984126984127
0,1,300000,700000,10,586,0,2.3333333333333335,1500000,0.4666666666666667
0,0,2200000,7000000,6,777,0,3.1818181818181817,14200000,0.49295774647887325
0,1,8700000,31700000,12,525,1,3.6436781609195403,54400000,0.5827205882352942
0,0,7200000,23100000,12,632,0,3.2083333333333335,36900000,0.6260162601626016
1,0,2000000,4800000,20,337,1,2.4,10700000,0.4485981308411215
0,1,8600000,27900000,8,458,1,3.244186046511628,69900000,0.39914163090128757
0,1,2300000,5400000,8,364,1,2.347826086956522,14000000,0.38571428571428573
1,1,9600000,29800000,16,499,1,3.1041666666666665,74000000,0.4027027027027027
0,1,1900000,6500000,16,887,0,3.4210526315789473,9400000,0.6914893617021277
0,0,2100000,6300000,16,882,0,3.0,16700000,0.3772455089820359
1,1,3900000,8700000,8,817,0,2.230769230769231,16200000,0.5370370370370371
1,1,200000,300000,10,704,0,1.5,1600000,0.1875
1,1,1900000,4500000,12,742,0,2.3684210526315788,8800000,0.5113636363636364
1,1,3200000,11600000,4,393,0,3.625,16100000,0.7204968944099379
1,0,1100000,4300000,18,828,0,3.909090909090909,5300000,0.8113207547169812
0,1,8000000,21500000,12,779,0,2.6875,57900000,0.37132987910189985
0,1,6100000,21700000,6,860,0,3.557377049180328,34500000,0.6289855072463768
0,0,3200000,10600000,2,432,0,3.3125,25100000,0.42231075697211157
0,1,9000000,30400000,20,532,1,3.3777777777777778,72000000,0.4222222222222222
1,1,1200000,3200000,2,678,0,2.6666666666666665,6800000,0.47058823529411764
0,0,7900000,27000000,6,601,0,3.4177215189873418,64600000,0.4179566563467492
0,1,7700000,23100000,8,807,0,3.0,40100000,0.5760598503740648
1,0,4400000,16500000,16,879,0,3.75,31000000,0.532258064516129
